countryyearcode,INVPRIMARYTEACHERS,PRIMARYTEACHERS,INVLOWERTEACHERS,LOWERTEACHERS,INVUPPERTEACHERS,
ISR2006,0.077775632,12.85749764,0.08791144,11.37508377,0.122994871,8.130420331
ISR2007,0.079393883,12.59542885,0.087735622,11.397879,0.122406135,8.169525167
ISR2008,0.079607288,12.56166401,0.08609309,11.61533403,0.124897848,8.006543048
ISR2009,0.079641319,12.55629623,0.083957438,11.91079699,0.128479762,7.783327003
ISR2010,0.080747743,12.38424713,,,,
ISR2011,0.084946153,11.77216346,,,,
ISR2012,,,,,,
ISR2013,0.087181678,11.47030002,0.063049638,15.86051924,,
ISR2014,0.086828981,11.51689204,0.065684451,15.22430323,,
ISR2015,0.087376403,11.4447375,0.068204616,14.66176424,,
ISR2016,0.086778808,11.52355084,0.070200492,14.24491444,,
ISR2017,,,,,,
ISR2018,0.086580803,11.54990443,0.073992192,13.51493954,,
ISR2019,0.086208543,11.59977841,0.073534294,13.59909713,,
ISR2020,0.087177514,11.47084791,0.073857274,13.53962777,,
ISR2021,,,,,,
ISR2022,,,,,,
ITA1980,0.06243282,16.01721663,,,,
ITA1981,0.063031883,15.864987,,,,
ITA1982,0.065431676,15.28311751,,,,
ITA1983,0.066480043,15.04210815,,,,
ITA1984,0.069771947,14.3324079,,,,
ITA1985,0.071319504,14.02141,,,,
ITA1986,0.073734337,13.56220234,,,,
ITA1987,0.075004142,13.33259693,,,,
ITA1988,0.076932164,12.99846447,,,,
ITA1989,0.078419626,12.7519098,,,,
ITA1990,0.080776714,12.37980547,,,,
ITA1991,0.085539826,11.69046104,,,,
ITA1992,0.084457878,11.84022174,,,,
ITA1993,0.085028984,11.76069565,,,,
ITA1994,0.096100361,10.40578819,0.129723583,7.708698579,0.095153926,10.50928786
ITA1995,0.089405045,11.18505118,0.105516752,9.477168161,0.086054233,11.62057889
ITA1996,0.088679004,11.27662641,0.096819332,10.32851581,0.083083467,12.03608903
ITA1997,,,,,,
ITA1998,0.093208728,10.728609,0.105133427,9.511722626,0.078737283,12.70046366
ITA1999,0.092234901,10.8418829,0.103285742,9.681878415,0.078520617,12.73550862
ITA2000,0.094815545,10.5467938,0.103106053,9.698751646,0.081156745,12.3218347
ITA2001,0.0967251,10.33857809,0.109170082,9.160018799,0.086673137,11.53760017
ITA2002,0.097095477,10.29914092,0.110359799,9.061270609,0.087478363,11.43139815
ITA2003,0.094597215,10.57113579,0.107399153,9.311060423,0.085889645,11.64284711
ITA2004,0.096138695,10.401639,0.107498287,9.302473786,0.082480605,12.12406233
ITA2005,0.09746894,10.25967863,0.109538351,9.129222696,0.085274111,11.72688859
ITA2006,0.097696766,10.23575335,0.106340732,9.403734435,0.087166731,11.47226692
ITA2007,0.100826509,9.918026604,0.114350324,8.745056097,0.090793385,11.01401831
ITA2008,,,,,,
ITA2009,,,,,,
ITA2010,,,,,,
ITA2011,,,,,,
ITA2012,,,,,,
ITA2013,0.0846729,11.81015416,0.100824842,9.918190562,0.083682321,11.94995539
ITA2014,0.083818832,11.93049314,0.099254955,10.07506378,,
ITA2015,0.083466685,11.9808281,0.098245275,10.17860656,0.08594157,11.63581254
ITA2016,0.08938043,11.18813145,0.101925759,9.811062599,0.100771312,9.923459147
ITA2017,0.08874001,11.26887416,0.101792536,9.823902986,0.101205716,9.880864828
ITA2018,0.089206064,11.21000028,0.100823836,9.9182896,0.100788123,9.921803967
ITA2019,0.089712412,11.14672966,0.100804409,9.92020098,0.101384844,9.863407187
ITA2020,0.090915101,10.9992728,0.101687319,9.834067908,,
ITA2021,,,,,,
ITA2022,,,,,,
JAM1980,0.025058059,39.90732096,,,,
JAM1981,0.024943004,40.09140157,,,,
JAM1982,,,,,,
JAM1983,0.030979986,32.27890457,,,,
JAM1984,0.030230508,33.07916586,,,,
JAM1985,0.02969399,33.67684807,,,,
JAM1986,0.028959059,34.53150912,,,,
JAM1987,0.0288872,34.61740784,,,,
JAM1988,0.030369297,32.92799353,,,,
JAM1989,0.031391343,31.8559165,,,,
JAM1990,0.030522789,32.76240572,,,,
JAM1991,,,,,,
JAM1992,,,,,,
JAM1993,,,,,,
JAM1994,,,,,,
JAM1995,,,,,,
JAM1996,,,,,,
JAM1997,,,,,,
JAM1998,,,,,,
JAM1999,,,,,,
JAM2000,,,,,,
JAM2001,,,,,,
JAM2002,,,0.046665207,21.42924159,0.039127013,25.55779016
JAM2003,0.031928923,31.31956601,,,,
JAM2004,0.034968815,28.59690824,,,,
JAM2005,,,,,,
JAM2006,,,,,,
JAM2007,,,,,,
JAM2008,,,,,,
JAM2009,,,,,,
JAM2010,,,,,,
JAM2011,,,,,,
JAM2012,,,,,,
JAM2013,,,,,,
JAM2014,,,,,,
JAM2015,,,,,,
JAM2016,,,,,,
JAM2017,,,,,,
JAM2018,,,,,,
JAM2019,,,,,,
JAM2020,,,,,,
JAM2021,,,,,,
JAM2022,,,,,,
JPN1980,0.039901973,25.06141761,,,,
JPN1981,0.039645904,25.22328664,,,,
JPN1982,0.039443565,25.35267794,,,,
JPN1983,0.039491607,25.32183615,,,,
JPN1984,0.040006012,24.99624312,,,,
JPN1985,0.040890364,24.45563931,,,,
JPN1986,0.042114893,23.74456937,,,,
JPN1987,0.043413911,23.03409158,,,,
JPN1988,0.044573707,22.43475079,,,,
JPN1989,0.045707825,21.87809199,,,,
JPN1990,0.047283664,21.14895322,,,,
JPN1991,0.047977015,20.84331422,,,,
JPN1992,0.048993109,20.41103359,,,,
JPN1993,0.048695153,20.53592471,,,,
JPN1994,0.05222829,19.1467116,0.063744757,15.68756474,0.072045937,13.88003326
JPN1995,0.053836742,18.57467525,0.065956239,15.1615679,0.07544253,13.25512285
JPN1996,0.051218739,19.52410444,,,,
JPN1997,0.051760819,19.31963243,,,,
JPN1998,0.046145359,21.67065158,0.060656542,16.48626783,0.076431686,13.0835789
JPN1999,0.046601996,21.45830855,0.061399179,16.28686272,0.077472353,12.90783055
JPN2000,,,,,,
JPN2001,,,,,,
JPN2002,,,,,,
JPN2003,,,,,,
JPN2004,,,,,,
JPN2005,,,,,,
JPN2006,,,,,,
JPN2007,,,,,,
JPN2008,,,,,,
JPN2009,,,,,,
JPN2010,,,,,,
JPN2011,,,,,,
JPN2012,,,,,,
JPN2013,0.059922014,16.68835776,0.078035361,12.81470339,,
JPN2014,0.060538221,16.51849003,0.079624085,12.559014,0.097411552,10.26572291
JPN2015,0.061093133,16.36845171,0.080978496,12.34895739,0.098144935,10.18901286
JPN2016,0.061895969,16.15614096,0.082719889,12.08899108,0.099567654,10.0434223
JPN2017,0.062391133,16.02791851,0.082899832,12.06275056,0.101116187,9.889613379
JPN2018,0.063420973,15.76765455,0.083020754,12.04518084,0.102419988,9.763719131
JPN2019,0.064907503,15.40653941,0.082639316,12.10077775,0.103327491,9.677966531
JPN2020,0.066002254,15.15099763,0.083044277,12.04176896,0.103878913,9.626592815
JPN2021,,,,,,
JPN2022,,,,,,
JEY1980,,,,,,
JEY1981,,,,,,
JEY1982,,,,,,
JEY1983,,,,,,
JEY1984,,,,,,
JEY1985,,,,,,
JEY1986,,,,,,
JEY1987,,,,,,
JEY1988,,,,,,
JEY1989,,,,,,
JEY1990,,,,,,
JEY1991,,,,,,
JEY1992,,,,,,
JEY1993,,,,,,
JEY1994,,,,,,
JEY1995,,,,,,
JEY1996,,,,,,
JEY1997,,,,,,
JEY1998,,,,,,
JEY1999,,,,,,
JEY2000,,,,,,
JEY2001,,,,,,
JEY2002,,,,,,
JEY2003,,,,,,
JEY2004,,,,,,
JEY2005,,,,,,
JEY2006,,,,,,
JEY2007,,,,,,
JEY2008,,,,,,
JEY2009,,,,,,
JEY2010,,,,,,
JEY2011,,,,,,
JEY2012,,,,,,
JEY2013,,,,,,
JEY2014,,,,,,
JEY2015,,,,,,
JEY2016,,,,,,
JEY2017,,,,,,
JEY2018,,,,,,
JEY2019,,,,,,
JEY2020,,,,,,
JEY2021,,,,,,
JEY2022,,,,,,
JOR1980,0.032199473,31.05640878,,,,
JOR1981,0.031542131,31.70362861,,,,
JOR1982,0.031559159,31.68652206,,,,
JOR1983,0.030458859,32.83117058,,,,
JOR1984,0.030201736,33.11067923,,,,
JOR1985,0.030699666,32.5736439,,,,
JOR1986,0.032329191,30.9317981,,,,
JOR1987,0.034247313,29.19937121,,,,
JOR1988,0.034440922,29.03522709,,,,
JOR1989,0.035120282,28.47357513,,,,
JOR1990,,,,,,
JOR1991,0.036537257,27.36932305,,,,
JOR1992,,,,,,
JOR1993,,,,,,
JOR1994,,,,,,
JOR1995,0.039060981,25.60099563,,,,
JOR1996,,,,,0.041892174,23.87080673
JOR1997,,,,,,
JOR1998,0.039475443,25.33220443,,,,
JOR1999,,,,,0.043129927,23.18575662
JOR2000,,,,,0.043695976,22.88540232
JOR2001,,,,,,
JOR2002,0.048278276,20.71324992,0.045291666,22.07911713,0.045050008,22.19755409
JOR2003,0.049119141,20.35866231,0.045158702,22.1441264,0.052882452,18.90986436
JOR2004,,,,,0.041979271,23.82128089
JOR2005,,,,,,
JOR2006,,,,,,
JOR2007,,,,,0.07067915,14.14844409
JOR2008,,,,,0.061316422,16.30884464
JOR2009,,,,,,
JOR2010,,,,,,
JOR2011,,,,,,
JOR2012,,,,,,
JOR2013,,,,,0.070682237,14.14782609
JOR2014,0.047016383,21.26918165,0.038430222,26.02118719,0.06631042,15.08058624
JOR2015,,,,,,
JOR2016,0.042781573,23.37454953,,,,
JOR2017,0.038390963,26.04779649,0.053230711,18.78614758,0.0581186,17.20619559
JOR2018,0.043943966,22.75625266,0.047513358,21.0467128,0.059916813,16.68980631
JOR2019,0.049952904,20.01885607,0.039375621,25.39642482,0.05780762,17.29875747
JOR2020,0.046667861,21.42802324,0.046798749,21.36809267,0.059720332,16.7447161
JOR2021,0.043827474,22.81673804,0.043606656,22.9322791,0.05361488,18.6515387
JOR2022,,,,,,
KAZ1980,,,,,,
KAZ1981,,,,,,
KAZ1982,,,,,,
KAZ1983,,,,,,
KAZ1984,,,,,,
KAZ1985,,,,,,
KAZ1986,0.045893978,21.78935123,,,,
KAZ1987,,,,,,
KAZ1988,,,,,,
KAZ1989,0.050687951,19.72855446,,,,
KAZ1990,0.055980606,17.86332942,,,,
KAZ1991,0.060275951,16.59036461,,,,
KAZ1992,0.063614373,15.71971789,,,,
KAZ1993,0.066214547,15.10242155,,,,
KAZ1994,0.064923149,15.40282653,,,,
KAZ1995,0.05003287,19.98686071,,,,
KAZ1996,0.047360502,21.11464091,,,,
KAZ1997,0.044001833,22.72632608,,,,
KAZ1998,0.043600364,22.93558826,,,,
KAZ1999,,,,,,
KAZ2000,,,,,,
KAZ2001,0.053388282,18.73070207,,,,
KAZ2002,0.053781055,18.59390805,,,,
KAZ2003,0.055465876,18.02910311,,,,
KAZ2004,0.057686706,17.33501653,,,,
KAZ2005,0.059376543,16.84166765,,,,
KAZ2006,0.060508398,16.5266315,,,,
KAZ2007,0.062174368,16.0837984,,,,
KAZ2008,0.064375683,15.53381588,,,,
KAZ2009,0.066024894,15.14580242,,,,
KAZ2010,0.066939312,14.93890463,,,,
KAZ2011,0.067106006,14.90179579,,,,
KAZ2012,0.068184903,14.66600305,,,,
KAZ2013,0.067886688,14.73042854,,,,
KAZ2014,0.066759653,14.97910721,,,,
KAZ2015,0.068911926,14.51127636,,,,
KAZ2016,0.059233807,16.88225099,,,,
KAZ2017,0.052394535,19.08595997,,,,
KAZ2018,0.053890738,18.55606426,,,,
KAZ2019,0.06062965,16.49358038,,,,
KAZ2020,0.0597036,16.74940864,,,,
KAZ2021,,,,,,
KAZ2022,,,,,,
KEN1980,,,,,,
KEN1981,,,,,,
KEN1982,,,,,,
KEN1983,,,,,,
KEN1984,,,,,,
KEN1985,,,,,,
KEN1986,,,,,,
KEN1987,,,,,,
KEN1988,,,,,,
KEN1989,,,,,,
KEN1990,,,,,,
KEN1991,,,,,,
KEN1992,,,,,,
KEN1993,,,,,,
KEN1994,,,,,,
KEN1995,,,,,,
KEN1996,,,,,,
KEN1997,,,,,,
KEN1998,0.031715626,31.53019893,,,,
KEN1999,0.027622864,36.201894,,,,
KEN2000,0.027060292,36.95451592,,,,
KEN2001,0.027406846,36.4872342,,,,
KEN2002,0.025624248,39.02553514,,,,
KEN2003,0.026777312,37.34504803,0.014687134,68.08680313,0.014387989,69.50241615
KEN2004,0.025406071,39.36067061,0.020939318,47.75704683,0.01614541,61.93710906
KEN2005,0.023667668,42.2517341,0.020456523,48.88416232,0.01564974,63.8988234
KEN2006,0.023193781,43.11500623,0.020351334,49.13682868,0.015588597,64.14945362
KEN2007,0.024400376,40.9829744,0.019361225,51.64962418,0.015294714,65.38206551
KEN2008,0.023504712,42.54466147,0.019970816,50.07306616,0.015470595,64.63875598
KEN2009,0.023979691,41.70195513,0.019146461,52.22897281,0.015755017,63.47184371
KEN2010,,,,,,
KEN2011,,,,,,
KEN2012,0.019340401,51.70523728,0.015263491,65.51581214,0.014711229,67.97528386
KEN2013,,,,,,
KEN2014,0.033729738,29.64742868,0.028665904,34.88464938,0.027529765,36.32432045
KEN2015,0.033820455,29.56790526,0.029698564,33.67166141,0.028907743,34.59280843
KEN2016,,,,,0.031743061,31.50294773
KEN2017,,,,,,
KEN2018,,,,,,
KEN2019,,,,,,
KEN2020,,,,,,
KEN2021,,,,,,
KEN2022,,,,,,
KIR1980,0.04322337,23.13563218,,,,
KIR1981,0.045006041,22.21923937,,,,
KIR1982,0.045541949,21.95777778,,,,
KIR1983,0.045495631,21.98013245,,,,
KIR1984,0.046289926,21.6029724,,,,
KIR1985,0.043634984,22.9173913,,,,
KIR1986,0.042551253,23.50107066,,,,
KIR1987,0.039790118,25.13186813,,,,
KIR1988,0.038721107,25.82570806,,,,
KIR1989,0.041462218,24.1183432,,,,
KIR1990,0.040936604,24.42801556,,,,
KIR1991,0.041221964,24.25891182,,,,
KIR1992,0.040962044,24.41284404,,,,
KIR1993,0.039242911,25.48230912,,,,
KIR1994,0.038568277,25.92804428,,,,
KIR1995,0.043348385,23.06891026,,,,
KIR1996,0.049799306,20.08060109,,,,
KIR1997,0.048654799,20.55295736,,,,
KIR1998,0.047581285,21.01666667,,,,
KIR1999,0.043961864,22.74698795,,,,
KIR2000,0.034596871,28.90434783,,,,
KIR2001,0.049921059,20.03162651,,,,
KIR2002,0.049286834,20.28939394,0.042736357,23.39928058,0.047191758,21.19014085
KIR2003,0.043823529,22.81879195,0.049160305,20.34161491,0.039619651,25.24
KIR2004,0.045366588,22.04265403,0.048259861,20.72115385,0.04732102,21.13225806
KIR2005,0.045375702,22.0382263,0.062727705,15.94191919,0.042389501,23.59074733
KIR2006,0.040775131,24.52475248,0.058309947,17.14973262,0.039683746,25.19923372
KIR2007,0.042831289,23.34741784,0.060204696,16.61,0.039133797,25.55335968
KIR2008,0.044051359,22.70077519,0.059843886,16.71014493,0.039056397,25.604
KIR2009,,,,,,
KIR2010,0.047057957,21.25039124,,,,
KIR2011,0.047590179,21.01273885,,,,
KIR2012,0.048850793,20.47049689,,,,
KIR2013,0.047956846,20.85208012,,,,
KIR2014,0.043196848,23.14983713,0.057451996,17.40583554,0.016588419,60.28301887
KIR2015,0.041650086,24.00955414,0.053699856,18.62202381,0.013614776,73.4496124
KIR2016,0.041304622,24.21036585,0.065682777,15.22469136,0.014443593,69.23484848
KIR2017,0.039745146,25.16030534,0.060696361,16.4754522,,
KIR2018,,,,,,
KIR2019,,,,,,
KIR2020,0.041321829,24.20028409,0.052503522,19.04634146,,
KIR2021,,,,,,
KIR2022,,,,,,
KWT1980,0.053693235,18.62432012,,,,
KWT1981,0.053828633,18.57747355,,,,
KWT1982,0.054665293,18.29314252,,,,
KWT1983,0.053639945,18.64282291,,,,
KWT1984,0.057178562,17.48907226,,,,
KWT1985,0.059407559,16.83287468,,,,
KWT1986,0.058692576,17.03792996,,,,
KWT1987,0.055733217,17.94262126,,,,
KWT1988,0.054132138,18.47331419,,,,
KWT1989,0.051584436,19.38569207,,,,
KWT1990,0.04951232,20.19699321,,,,
KWT1991,0.033604051,29.75831675,,,,
KWT1992,0.035101066,28.4891632,,,,
KWT1993,0.04156197,24.06045708,,,,
KWT1994,0.051054088,19.58707012,,,,
KWT1995,0.062470569,16.00753797,,,,
KWT1996,0.072301758,13.83092234,0.076592577,13.0560955,0.10306046,9.703042259
KWT1997,0.077476312,12.90717092,,,,
KWT1998,0.08137826,12.28829413,0.082852946,12.06957682,0.094320699,10.60212668
KWT1999,0.075846511,13.18452209,0.084025478,11.90115216,0.091086721,10.97854873
KWT2000,0.071598441,13.96678459,0.082316408,12.14824626,0.086573318,11.55090297
KWT2001,0.071265024,14.0321289,0.085123493,11.74763821,0.089821627,11.13317619
KWT2002,0.072927985,13.71215722,0.085743463,11.66269669,,
KWT2003,0.076176585,13.12739348,0.088918172,11.24629505,,
KWT2004,0.079787854,12.53323594,0.090896866,11.00147941,0.103257534,9.684523356
KWT2005,0.086949552,11.5009218,,,0.127964663,7.814657371
KWT2006,0.100899523,9.910849621,,,,
KWT2007,0.108870988,9.185183503,0.101319396,9.869778525,0.119241739,8.38632522
KWT2008,0.111518098,8.967154401,0.105144571,9.510714518,0.114825252,8.708885778
KWT2009,0.118589744,8.432432432,0.114508295,8.732991827,0.12650911,7.904569115
KWT2010,0.122075474,8.191653605,,,,
KWT2011,0.122690956,8.150559982,,,,
KWT2012,0.122065193,8.192343604,0.122039509,8.194067714,,
KWT2013,0.120814031,8.277184274,,,,
KWT2014,0.117551832,8.506885704,,,,
KWT2015,0.115759797,8.638577659,0.127839164,7.822328984,0.130376825,7.670074784
KWT2016,0.113526454,8.808519667,0.133372619,7.497790808,0.134593266,7.429792225
KWT2017,0.10801803,9.257713716,0.134891541,7.41336331,0.139722445,7.157046254
KWT2018,0.104000818,9.615308971,0.134842878,7.416038691,0.142505055,7.017294924
KWT2019,0.105151349,9.510101469,0.126332013,7.915650026,0.148019235,6.755878713
KWT2020,0.106710847,9.371118604,,,,
KWT2021,0.10210807,9.793545238,0.113348575,8.82234293,0.139961036,7.144845673
KWT2022,,,,,,
KGZ1980,,,,,,
KGZ1981,0.042490565,23.53463636,,,,
KGZ1982,,,,,,
KGZ1983,,,,,,
KGZ1984,,,,,,
KGZ1985,,,,,,
KGZ1986,0.065412262,15.28765363,,,,
KGZ1987,,,,,,
KGZ1988,,,,,,
KGZ1989,,,,,,
KGZ1990,,,,,,
KGZ1991,0.052179078,19.16476929,,,,
KGZ1992,,,,,,
KGZ1993,,,,,,
KGZ1994,,,,,,
KGZ1995,,,,,,
KGZ1996,0.051653774,19.35966952,,,,
KGZ1997,,,,,,
KGZ1998,,,,,,
KGZ1999,0.039601881,25.25132578,,,,
KGZ2000,0.039900022,25.06264261,,,,
KGZ2001,0.039407265,25.37603152,,,,
KGZ2002,0.039962961,25.02317073,,,,
KGZ2003,0.039587409,25.26055725,,,,
KGZ2004,0.040476958,24.7054141,,,,
KGZ2005,0.040366851,24.77280162,,,,
KGZ2006,0.041998625,23.81030313,,,,
KGZ2007,0.040775471,24.52454826,,,,
KGZ2008,0.040954616,24.41727185,,,,
KGZ2009,0.041172452,24.28808474,,,,
KGZ2010,0.040956856,24.41593635,,,,
KGZ2011,0.040007445,24.99534765,,,,
KGZ2012,0.043138841,23.18096586,,,,
KGZ2013,0.042783858,23.37330131,,,,
KGZ2014,0.041814061,23.91540029,,,,
KGZ2015,0.040242586,24.84929757,,,,
KGZ2016,0.041786978,23.93090037,,,,
KGZ2017,0.042965587,23.27444058,,,,
KGZ2018,0.043044316,23.23187104,,,,
KGZ2019,0.041333269,24.19358592,,,,
KGZ2020,0.039767047,25.14644829,,,,
KGZ2021,0.039553043,25.28250478,,,,
KGZ2022,,,,,,
LAO1980,0.033198616,30.12173797,,,,
LAO1981,0.034800022,28.73561363,,,,
LAO1982,0.033993749,29.41717297,,,,
LAO1983,0.033801231,29.58472104,,,,
LAO1984,0.03566538,28.03839451,,,,
LAO1985,0.035452157,28.20702822,,,,
LAO1986,0.040478747,24.70432178,,,,
LAO1987,,,,,,
LAO1988,0.03735242,26.77202708,,,,
LAO1989,,,,,,
LAO1990,0.034761327,28.7676014,,,,
LAO1991,0.035721502,27.99434384,,,,
LAO1992,0.034655969,28.855058,,,,
LAO1993,0.034518437,28.97002586,,,,
LAO1994,0.034882987,28.66727008,,,,
LAO1995,0.03489886,28.65423151,,,,
LAO1996,0.035245878,28.37211204,,,,
LAO1997,0.036085736,27.71178042,,,,
LAO1998,0.0357532,27.96952468,0.02060652,48.52833059,0.010374663,96.38866967
LAO1999,0.035684358,28.02348337,0.021635288,46.22078527,0.009138163,109.4311898
LAO2000,0.035494859,28.17309365,0.020717269,48.26890954,0.010698839,93.46808511
LAO2001,0.034967156,28.59826496,0.020060526,49.84914097,0.011073887,90.30253104
LAO2002,0.035561585,28.12023121,0.020397838,49.02480359,0.011218309,89.13999088
LAO2003,0.03540515,28.24447867,0.020601256,48.54073034,0.011181555,89.43300111
LAO2004,0.035044213,28.53538188,0.019425897,51.47767359,0.012707556,78.69333837
LAO2005,0.035696806,28.01371073,0.022421857,44.59933837,0.012331948,81.09019017
LAO2006,0.0368954,27.10364984,0.021721114,46.03815473,0.012559004,79.62414905
LAO2007,0.038588579,25.91440346,,,,
LAO2008,0.039016614,25.63010731,0.024891278,40.17471421,0.013818154,72.36856919
LAO2009,0.041629945,24.02117013,0.026100134,38.31397938,0.013846552,72.22014522
LAO2010,0.042810671,23.35866214,0.027440742,36.44216274,0.014912925,67.05592601
LAO2011,0.045542897,21.95732071,0.029311421,34.11639409,0.014782168,67.64907421
LAO2012,0.044514022,22.46483152,0.033530416,29.82366787,0.01695891,58.96605338
LAO2013,0.046855156,21.34236834,0.037859342,26.41356024,0.019705857,50.74633481
LAO2014,0.046936244,21.30549698,0.040211755,24.86834998,0.021454492,46.61028632
LAO2015,0.047177346,21.19661421,0.041729794,23.9636939,0.023468346,42.61058731
LAO2016,0.047766804,20.93504117,0.04421093,22.61884115,0.025357662,39.43581267
LAO2017,0.047461733,21.06960557,0.045407064,22.0230052,0.026194823,38.17548249
LAO2018,0.045825408,21.82195517,0.044519947,22.4618415,,
LAO2019,0.046593233,21.46234432,0.041831415,23.9054789,0.032880022,30.41360505
LAO2020,0.045137427,22.15456351,0.041081626,24.34178247,0.03109973,32.15462045
LAO2021,0.044126646,22.66204414,0.039540293,25.29065729,0.029998741,33.33473193
LAO2022,,,,,,
LVA1980,,,,,,
LVA1981,0.051368104,19.46733315,0.079399443,12.59454685,0.095659022,10.45379706
LVA1982,0.050081342,19.9675161,0.080087824,12.48629248,,
LVA1983,0.049223941,20.31531784,0.079958747,12.50644917,,
LVA1984,0.050186053,19.92585473,0.07922014,12.62305273,,
LVA1985,0.052495035,19.04942054,0.07909163,12.64356292,,
LVA1986,0.055551989,18.00115562,0.07970525,12.54622496,0.115981809,8.622041743
LVA1987,0.059435235,16.82503643,0.08305509,12.04020134,,
LVA1988,0.062036101,16.11964618,0.086364858,11.57878365,,
LVA1989,0.065320555,15.30911665,0.093273781,10.72112643,0.108831097,9.188550198
LVA1990,0.064402089,15.52744656,0.096691406,10.34218082,0.103967266,9.618411988
LVA1991,0.063483662,15.75208443,0.100695028,9.930976916,0.101748666,9.82813868
LVA1992,0.062134954,16.09400084,0.1014802,9.854139063,0.098392716,10.16335398
LVA1993,0.063984937,15.62867833,0.105938517,9.439437397,0.106615776,9.37947494
LVA1994,0.059831965,16.71347411,0.111427447,8.974449522,0.09250275,10.81048944
LVA1995,0.064243686,15.5657319,0.104190976,9.597760175,0.102883042,9.719774793
LVA1996,0.066275044,15.08863571,0.102686877,9.738342674,0.104907969,9.532164319
LVA1997,0.070136432,14.2579252,0.102407295,9.764929366,0.114097664,8.764421354
LVA1998,0.062448585,16.01317315,0.08756456,11.4201453,0.088123293,11.34773756
LVA1999,0.065273743,15.32009575,0.083916969,11.91654098,0.086918042,11.50509119
LVA2000,0.0673506,14.84767767,0.081386722,12.28701654,0.088265477,11.32945777
LVA2001,0.068969207,14.49922425,0.081156812,12.32182458,0.08499681,11.76514745
LVA2002,0.072516435,13.78997734,0.084400148,11.84832048,0.083038917,12.04254625
LVA2003,0.07664953,13.04639449,0.088819083,11.25884172,0.083128001,12.02964085
LVA2004,0.081286156,12.30221786,0.091373525,10.94408914,0.088047834,11.35746284
LVA2005,0.085931578,11.63716558,0.099387524,10.06162502,0.088852361,11.25462492
LVA2006,0.088640423,11.28153456,0.106776937,9.365318302,0.09429322,10.60521636
LVA2007,0.094375596,10.5959596,,,0.098644127,10.13745098
LVA2008,0.093188348,10.73095532,0.123754513,8.080513419,0.093256537,10.72310888
LVA2009,0.098507167,10.15154564,0.136622617,7.319432314,0.100171363,9.982893027
LVA2010,0.086629718,11.54338281,0.127108166,7.867315175,0.104810519,9.541027121
LVA2011,0.089617378,11.15855006,0.139650335,7.160741886,0.116973038,8.548978644
LVA2012,0.091737724,10.90064103,0.145886668,6.854635935,0.125542191,7.965449645
LVA2013,0.089934008,11.11926426,0.145025328,6.895347287,0.131477487,7.605864875
LVA2014,0.090029522,11.1074676,0.144124673,6.938437253,0.132858356,7.526813004
LVA2015,0.089282234,11.20043656,0.141902457,7.04709432,0.1377569,7.259164535
LVA2016,0.087557718,11.42103776,0.141133651,7.085482393,0.133206658,7.507132244
LVA2017,0.086130897,11.61023547,0.138454462,7.222591362,0.129037255,7.74969988
LVA2018,0.086962217,11.49924685,0.135415336,7.384687963,0.124615735,8.024668799
LVA2019,0.087436986,11.43680773,0.127719574,7.829653438,0.118018492,8.473248408
LVA2020,0.086959053,11.4996653,0.123628817,8.088729017,0.112747664,8.869363395
LVA2021,,,,,,
LVA2022,,,,,,
LBN1980,,,,,,
LBN1981,0.068290653,14.64329241,,,,
LBN1982,0.068280534,14.64546252,,,,
LBN1983,,,,,,
LBN1984,,,,,,
LBN1985,,,,,,
LBN1986,,,,,,
LBN1987,,,,,,
LBN1988,,,,,,
LBN1989,,,,,,
LBN1990,,,,,,
LBN1991,,,,,,
LBN1992,,,,,,
LBN1993,,,,,,
LBN1994,,,,,,
LBN1995,,,,,,
LBN1996,,,,,,
LBN1997,,,,,,
LBN1998,,,,,,
LBN1999,,,,,,
LBN2000,,,,,,
LBN2001,,,,,,
LBN2002,,,,,,
LBN2003,,,,,,
LBN2004,,,,,,
LBN2005,,,,,,
LBN2006,,,,,,
LBN2007,,,,,,
LBN2008,,,,,,
LBN2009,,,,,,
LBN2010,,,,,,
LBN2011,,,,,,
LBN2012,,,,,,
LBN2013,,,,,,
LBN2014,,,,,,
LBN2015,,,,,,
LBN2016,,,,,,
LBN2017,,,,,,
LBN2018,,,,,,
LBN2019,,,,,,
LBN2020,,,,,,
LBN2021,,,,,,
LBN2022,,,,,,
LSO1980,0.019223371,52.02001177,,,,
LSO1981,0.019534316,51.19196262,,,,
LSO1982,0.018716861,53.42776204,,,,
LSO1983,0.019422398,51.48694885,,,,
LSO1984,0.018782465,53.24114731,,,,
LSO1985,0.018330895,54.55271058,,,,
LSO1986,0.018177982,55.01160575,,,,
LSO1987,0.018013381,55.51428571,,,,
LSO1988,0.018522882,53.98727858,,,,
LSO1989,0.018248547,54.79888446,,,,
LSO1990,0.018321669,54.5801799,,,,
LSO1991,0.018650366,53.61824981,,,,
LSO1992,0.019336032,51.71691959,,,,
LSO1993,0.019703315,50.75287987,,,,
LSO1994,0.019866098,50.33701063,,,,
LSO1995,0.021055793,47.49286886,,,,
LSO1996,0.020833553,47.99949354,,,,
LSO1997,0.021236601,47.08851527,,,,
LSO1998,,,,,,
LSO1999,0.021660355,46.16729483,,,,
LSO2000,0.022817956,43.82513406,,,,
LSO2001,0.023733101,42.1352431,,,,
LSO2002,0.024696903,40.49090705,,,,
